Fecha,CodigoFecha,SBS
02Jul01,1173,3.515
03Jul01,1174,3.514
04Jul01,1175,3.518
05Jul01,1176,3.518
06Jul01,1177,3.52
09Jul01,1178,3.512
10Jul01,1179,3.51
11Jul01,1180,3.512
12Jul01,1181,3.516
13Jul01,1182,3.51
16Jul01,1183,3.509
17Jul01,1184,3.506
18Jul01,1185,3.498
19Jul01,1186,3.495
20Jul01,1187,3.494
23Jul01,1188,3.497
24Jul01,1189,3.499
25Jul01,1190,3.497
26Jul01,1191,3.489
27Jul01,1192,3.487
30Jul01,1193,2.6
31Jul01,1194,3.488
01Ago01,1195,3.496
02Ago01,1196,3.501
03Ago01,1197,3.498
06Ago01,1198,3.501
07Ago01,1199,3.501
08Ago01,1200,3.495
09Ago01,1201,3.493
10Ago01,1202,3.493
13Ago01,1203,3.494
14Ago01,1204,3.493
15Ago01,1205,3.491
16Ago01,1206,3.492
17Ago01,1207,3.492
20Ago01,1208,3.496
21Ago01,1209,3.499
22Ago01,1210,3.489
23Ago01,1211,3.49
24Ago01,1212,3.49
27Ago01,1213,3.491
28Ago01,1214,3.488
29Ago01,1215,3.484
30Ago01,1216,2.6
31Ago01,1217,3.483
03Set01,1218,3.479
04Set01,1219,3.481
05Set01,1220,3.484
06Set01,1221,3.483
07Set01,1222,3.483
10Set01,1223,3.483
11Set01,1224,3.494
12Set01,1225,3.491
13Set01,1226,3.496
14Set01,1227,3.502
17Set01,1228,3.503
18Set01,1229,3.501
19Set01,1230,3.501
20Set01,1231,3.502
21Set01,1232,3.502
24Set01,1233,3.494
25Set01,1234,3.49
26Set01,1235,3.485
27Set01,1236,3.485
28Set01,1237,3.484
01Oct01,1238,3.482
02Oct01,1239,3.481
03Oct01,1240,3.479
04Oct01,1241,3.478
05Oct01,1242,3.479
08Oct01,1243,2.6
09Oct01,1244,3.48
10Oct01,1245,3.477
11Oct01,1246,3.471
12Oct01,1247,3.463
15Oct01,1248,3.452
16Oct01,1249,3.451
17Oct01,1250,3.453
18Oct01,1251,3.45
19Oct01,1252,3.451
22Oct01,1253,3.45
23Oct01,1254,3.453
24Oct01,1255,3.454
25Oct01,1256,3.455
26Oct01,1257,3.452
29Oct01,1258,3.451
30Oct01,1259,3.446
31Oct01,1260,3.443
01Nov01,1261,2.6
02Nov01,1262,2.6
05Nov01,1263,3.44
06Nov01,1264,3.444
07Nov01,1265,3.449
08Nov01,1266,3.448
09Nov01,1267,3.448
12Nov01,1268,3.45
13Nov01,1269,3.444
14Nov01,1270,3.444
15Nov01,1271,3.44
16Nov01,1272,3.44
19Nov01,1273,3.438
20Nov01,1274,3.435
21Nov01,1275,3.436
22Nov01,1276,3.439
23Nov01,1277,3.437
26Nov01,1278,3.438
27Nov01,1279,3.438
28Nov01,1280,3.436
29Nov01,1281,3.435
30Nov01,1282,3.435
03Dic01,1283,3.434
04Dic01,1284,3.434
05Dic01,1285,3.431
06Dic01,1286,3.43
07Dic01,1287,3.431
10Dic01,1288,3.43
11Dic01,1289,3.43
12Dic01,1290,3.432
13Dic01,1291,3.431
14Dic01,1292,3.432
17Dic01,1293,3.433
18Dic01,1294,3.437
19Dic01,1295,3.439
20Dic01,1296,3.446
21Dic01,1297,3.445
24Dic01,1298,3.443
25Dic01,1299,2.6
26Dic01,1300,3.445
27Dic01,1301,3.441
28Dic01,1302,3.4415
31Dic01,1303,3.446
01Ene02,1304,2.6
02Ene02,1305,3.443
03Ene02,1306,3.441
04Ene02,1307,3.443
07Ene02,1308,3.444
08Ene02,1309,3.447
09Ene02,1310,3.457
10Ene02,1311,3.479
11Ene02,1312,3.477
14Ene02,1313,3.473
15Ene02,1314,3.459
16Ene02,1315,3.459
17Ene02,1316,3.457
18Ene02,1317,3.46
21Ene02,1318,3.462
22Ene02,1319,3.463
23Ene02,1320,3.463
24Ene02,1321,3.462
25Ene02,1322,3.464
28Ene02,1323,3.467
29Ene02,1324,3.467
30Ene02,1325,3.476
31Ene02,1326,3.478
01Feb02,1327,3.478
04Feb02,1328,3.483
05Feb02,1329,3.485
06Feb02,1330,3.487
07Feb02,1331,3.484
08Feb02,1332,3.486
11Feb02,1333,3.485
12Feb02,1334,3.476
13Feb02,1335,3.475
14Feb02,1336,3.475
15Feb02,1337,3.471
18Feb02,1338,3.469
19Feb02,1339,3.472
20Feb02,1340,3.473
21Feb02,1341,3.475
22Feb02,1342,3.48
25Feb02,1343,3.479
26Feb02,1344,3.476
27Feb02,1345,3.474
28Feb02,1346,3.471
01Mar02,1347,3.471
04Mar02,1348,3.471
05Mar02,1349,3.464
06Mar02,1350,3.46
07Mar02,1351,3.46
08Mar02,1352,3.455
11Mar02,1353,3.457
12Mar02,1354,3.454
13Mar02,1355,3.453
14Mar02,1356,3.451
15Mar02,1357,3.455
18Mar02,1358,3.455
19Mar02,1359,3.456
20Mar02,1360,3.456
21Mar02,1361,3.459
22Mar02,1362,3.455
25Mar02,1363,3.453
26Mar02,1364,3.453
27Mar02,1365,3.446
28Mar02,1366,2.6
29Mar02,1367,2.6
01Abr02,1368,3.447
02Abr02,1369,3.453
03Abr02,1370,3.45
04Abr02,1371,3.45
05Abr02,1372,3.446
08Abr02,1373,3.445
09Abr02,1374,3.444
10Abr02,1375,3.443
11Abr02,1376,3.444
12Abr02,1377,3.441
15Abr02,1378,3.439
16Abr02,1379,3.432
17Abr02,1380,3.431
18Abr02,1381,3.433
19Abr02,1382,3.43
22Abr02,1383,3.429
23Abr02,1384,3.431
24Abr02,1385,3.436
25Abr02,1386,3.439
26Abr02,1387,3.438
29Abr02,1388,3.438
30Abr02,1389,3.435
01May02,1390,2.6
02May02,1391,3.434
03May02,1392,3.436
06May02,1393,3.435
07May02,1394,3.435
08May02,1395,3.435
09May02,1396,3.441
10May02,1397,3.447
13May02,1398,3.453
14May02,1399,3.45
15May02,1400,3.449
16May02,1401,3.451
17May02,1402,3.457
20May02,1403,3.459
21May02,1404,3.463
22May02,1405,3.469
23May02,1406,3.471
24May02,1407,3.455
27May02,1408,3.455
28May02,1409,3.466
29May02,1410,3.47
30May02,1411,3.463
31May02,1412,3.462
03Jun02,1413,3.466
04Jun02,1414,3.474
05Jun02,1415,3.469
06Jun02,1416,2.6
07Jun02,1417,3.471
10Jun02,1418,3.47
11Jun02,1419,3.468
12Jun02,1420,3.47
13Jun02,1421,3.466
14Jun02,1422,3.464
17Jun02,1423,3.465
18Jun02,1424,3.467
19Jun02,1425,3.474
20Jun02,1426,3.485
21Jun02,1427,3.507
24Jun02,1428,3.51
25Jun02,1429,3.5
26Jun02,1430,3.511
27Jun02,1431,3.508
28Jun02,1432,3.511
01Jul02,1433,3.512
02Jul02,1434,3.518
03Jul02,1435,3.525
04Jul02,1436,3.524
05Jul02,1437,3.536
08Jul02,1438,3.54
09Jul02,1439,3.536
10Jul02,1440,3.546
11Jul02,1441,3.552
12Jul02,1442,3.546
15Jul02,1443,3.54
16Jul02,1444,3.532
17Jul02,1445,3.537
18Jul02,1446,3.537
19Jul02,1447,3.532
22Jul02,1448,3.521
23Jul02,1449,3.526
24Jul02,1450,3.536
25Jul02,1451,3.543
26Jul02,1452,3.537
29Jul02,1453,2.6
30Jul02,1454,2.6
31Jul02,1455,3.55
01Ago02,1456,3.557
02Ago02,1457,3.544
05Ago02,1458,3.546
06Ago02,1459,3.557
07Ago02,1460,3.554
08Ago02,1461,3.537
09Ago02,1462,3.548
12Ago02,1463,3.566
13Ago02,1464,3.574
14Ago02,1465,3.57
15Ago02,1466,3.565
16Ago02,1467,3.563
19Ago02,1468,3.561
20Ago02,1469,3.569
21Ago02,1470,3.575
22Ago02,1471,3.592
23Ago02,1472,3.594
26Ago02,1473,3.595
27Ago02,1474,3.602
28Ago02,1475,3.612
29Ago02,1476,3.615
30Ago02,1477,2.6
02Set02,1478,3.613
03Set02,1479,3.629
04Set02,1480,3.643
05Set02,1481,3.652
06Set02,1482,3.638
09Set02,1483,3.617
10Set02,1484,3.612
11Set02,1485,3.609
12Set02,1486,3.589
13Set02,1487,3.567
16Set02,1488,3.589
17Set02,1489,3.598
18Set02,1490,3.6
19Set02,1491,3.609
20Set02,1492,3.626
23Set02,1493,3.631
24Set02,1494,3.633
25Set02,1495,3.638
26Set02,1496,3.639
27Set02,1497,3.647
30Set02,1498,3.644
01Oct02,1499,3.628
02Oct02,1500,3.628
03Oct02,1501,3.634
04Oct02,1502,3.6318
07Oct02,1503,2.6
08Oct02,1504,2.6
09Oct02,1505,3.624
10Oct02,1506,3.62
11Oct02,1507,3.616
14Oct02,1508,3.616
15Oct02,1509,3.628
16Oct02,1510,3.63
17Oct02,1511,3.626
18Oct02,1512,3.616
21Oct02,1513,3.621
22Oct02,1514,3.621
23Oct02,1515,3.61
24Oct02,1516,3.603
25Oct02,1517,3.591
28Oct02,1518,3.59
29Oct02,1519,3.601
30Oct02,1520,3.608
31Oct02,1521,3.602
01Nov02,1522,2.6
04Nov02,1523,3.601
05Nov02,1524,3.606
06Nov02,1525,3.616
07Nov02,1526,3.614
08Nov02,1527,3.61
11Nov02,1528,3.603
12Nov02,1529,3.601
13Nov02,1530,3.599
14Nov02,1531,3.601
15Nov02,1532,3.602
18Nov02,1533,3.593
19Nov02,1534,3.587
20Nov02,1535,3.585
21Nov02,1536,3.58
22Nov02,1537,3.577
25Nov02,1538,3.575
26Nov02,1539,3.555
27Nov02,1540,3.546
28Nov02,1541,3.526
29Nov02,1542,3.51
02Dic02,1543,3.517
03Dic02,1544,3.544
04Dic02,1545,3.552
05Dic02,1546,3.537
06Dic02,1547,3.527
09Dic02,1548,3.52
10Dic02,1549,3.521
11Dic02,1550,3.517
12Dic02,1551,3.506
13Dic02,1552,3.501
16Dic02,1553,3.492
17Dic02,1554,3.497
18Dic02,1555,3.499
19Dic02,1556,3.51
20Dic02,1557,3.514
23Dic02,1558,3.502
24Dic02,1559,3.5
25Dic02,1560,2.6
26Dic02,1561,3.511
27Dic02,1562,3.522
30Dic02,1563,3.517
31Dic02,1564,3.515
01Ene03,1565,2.6
02Ene03,1566,3.509
03Ene03,1567,3.5
06Ene03,1568,3.502
07Ene03,1569,3.498
08Ene03,1570,3.493
09Ene03,1571,3.49
10Ene03,1572,3.494
13Ene03,1573,3.49
14Ene03,1574,3.487
15Ene03,1575,3.485
16Ene03,1576,3.486
17Ene03,1577,3.488
20Ene03,1578,3.492
21Ene03,1579,3.497
22Ene03,1580,3.504
23Ene03,1581,3.5
24Ene03,1582,3.498
27Ene03,1583,3.499
28Ene03,1584,3.498
29Ene03,1585,3.5
30Ene03,1586,3.491
31Ene03,1587,3.484
03Feb03,1588,3.483
04Feb03,1589,3.491
05Feb03,1590,3.494
06Feb03,1591,3.49
07Feb03,1592,3.491
10Feb03,1593,3.489
11Feb03,1594,3.484
12Feb03,1595,3.484
13Feb03,1596,3.49
14Feb03,1597,3.485
17Feb03,1598,3.482
18Feb03,1599,3.48
19Feb03,1600,3.482
20Feb03,1601,3.481
21Feb03,1602,3.481
24Feb03,1603,3.48
25Feb03,1604,3.483
26Feb03,1605,3.482
27Feb03,1606,3.481
28Feb03,1607,3.481
03Mar03,1608,3.478
04Mar03,1609,3.476
05Mar03,1610,3.476
06Mar03,1611,3.478
07Mar03,1612,3.481
10Mar03,1613,3.484
11Mar03,1614,3.481
12Mar03,1615,3.48
13Mar03,1616,3.479
14Mar03,1617,3.478
17Mar03,1618,3.48
18Mar03,1619,3.482
19Mar03,1620,3.485
20Mar03,1621,3.488
21Mar03,1622,3.484
24Mar03,1623,3.481
25Mar03,1624,3.479
26Mar03,1625,3.479
27Mar03,1626,3.479
28Mar03,1627,3.4777
31Mar03,1628,3.475
01Abr03,1629,3.475
02Abr03,1630,3.472
03Abr03,1631,3.472
04Abr03,1632,3.473
07Abr03,1633,3.469
08Abr03,1634,3.467
09Abr03,1635,3.468
10Abr03,1636,3.467
11Abr03,1637,3.465
14Abr03,1638,3.461
15Abr03,1639,3.463
16Abr03,1640,3.46
17Abr03,1641,2.6
18Abr03,1642,2.6
21Abr03,1643,3.46
22Abr03,1644,3.458
23Abr03,1645,3.462
24Abr03,1646,3.462
25Abr03,1647,3.465
28Abr03,1648,3.466
29Abr03,1649,3.461
30Abr03,1650,3.463
01May03,1651,2.6
02May03,1652,3.465
05May03,1653,3.468
06May03,1654,3.473
07May03,1655,3.474
08May03,1656,3.474
09May03,1657,3.475
12May03,1658,3.474
13May03,1659,3.476
14May03,1660,3.475
15May03,1661,3.475
16May03,1662,3.475
19May03,1663,3.483
20May03,1664,3.489
21May03,1665,3.49
22May03,1666,3.491
23May03,1667,3.491
26May03,1668,3.49
27May03,1669,3.492
28May03,1670,3.5
29May03,1671,3.496
30May03,1672,3.496
02Jun03,1673,3.493
03Jun03,1674,3.494
04Jun03,1675,3.489
05Jun03,1676,3.484
06Jun03,1677,3.483
09Jun03,1678,3.484
10Jun03,1679,3.488
11Jun03,1680,3.485
12Jun03,1681,3.481
13Jun03,1682,3.474
16Jun03,1683,3.471
17Jun03,1684,3.472
18Jun03,1685,3.473
19Jun03,1686,3.472
20Jun03,1687,3.471
23Jun03,1688,3.475
24Jun03,1689,3.476
25Jun03,1690,3.48
26Jun03,1691,3.477
27Jun03,1692,3.477
30Jun03,1693,3.472
01Jul03,1694,3.473
02Jul03,1695,3.471
03Jul03,1696,3.469
04Jul03,1697,3.47
07Jul03,1698,3.471
08Jul03,1699,3.475
09Jul03,1700,3.473
10Jul03,1701,3.474
11Jul03,1702,3.474
14Jul03,1703,3.471
15Jul03,1704,3.471
16Jul03,1705,3.471
17Jul03,1706,3.47
18Jul03,1707,3.471
21Jul03,1708,3.472
22Jul03,1709,3.472
23Jul03,1710,3.472
24Jul03,1711,3.473
25Jul03,1712,3.474
28Jul03,1713,2.6
29Jul03,1714,2.6
30Jul03,1715,3.472
31Jul03,1716,3.473
01Ago03,1717,3.474
04Ago03,1718,3.475
05Ago03,1719,3.477
06Ago03,1720,3.481
07Ago03,1721,3.481
08Ago03,1722,3.486
11Ago03,1723,3.482
12Ago03,1724,3.484
13Ago03,1725,3.486
14Ago03,1726,3.482
15Ago03,1727,3.479
18Ago03,1728,3.481
19Ago03,1729,3.482
20Ago03,1730,3.481
21Ago03,1731,3.482
22Ago03,1732,3.482
25Ago03,1733,3.481
26Ago03,1734,3.481
27Ago03,1735,3.48
28Ago03,1736,3.481
29Ago03,1737,3.481
01Set03,1738,3.482
02Set03,1739,3.482
03Set03,1740,3.485
04Set03,1741,3.485
05Set03,1742,3.485
08Set03,1743,3.483
09Set03,1744,3.482
10Set03,1745,3.48
11Set03,1746,3.479
12Set03,1747,3.48
15Set03,1748,3.478
16Set03,1749,3.478
17Set03,1750,3.479
18Set03,1751,3.478
19Set03,1752,3.479
22Set03,1753,3.48
23Set03,1754,3.483
24Set03,1755,3.483
25Set03,1756,3.484
26Set03,1757,3.483
29Set03,1758,3.484
30Set03,1759,3.483
01Oct03,1760,3.485
02Oct03,1761,3.483
03Oct03,1762,3.482
06Oct03,1763,3.481
07Oct03,1764,3.481
08Oct03,1765,2.6
09Oct03,1766,3.482
10Oct03,1767,3.482
13Oct03,1768,3.479
14Oct03,1769,3.479
15Oct03,1770,3.48
16Oct03,1771,3.479
17Oct03,1772,3.48
20Oct03,1773,3.479
21Oct03,1774,3.48
22Oct03,1775,3.478
23Oct03,1776,3.477
24Oct03,1777,3.475
27Oct03,1778,3.476
28Oct03,1779,3.477
29Oct03,1780,3.475
30Oct03,1781,3.472
31Oct03,1782,3.473
03Nov03,1783,3.474
04Nov03,1784,3.475
05Nov03,1785,3.475
06Nov03,1786,3.479
07Nov03,1787,3.481
10Nov03,1788,3.48
11Nov03,1789,3.48
12Nov03,1790,3.478
13Nov03,1791,3.478
14Nov03,1792,3.475
17Nov03,1793,3.476
18Nov03,1794,3.477
19Nov03,1795,3.48
20Nov03,1796,3.481
21Nov03,1797,3.479
24Nov03,1798,3.479
25Nov03,1799,3.479
26Nov03,1800,3.482
27Nov03,1801,3.48
28Nov03,1802,3.481
01Dic03,1803,3.48
02Dic03,1804,3.478
03Dic03,1805,3.479
04Dic03,1806,3.478
05Dic03,1807,3.477
08Dic03,1808,2.6
09Dic03,1809,3.478
10Dic03,1810,3.478
11Dic03,1811,3.475
12Dic03,1812,3.475
15Dic03,1813,3.475
16Dic03,1814,3.475
17Dic03,1815,3.472
18Dic03,1816,3.471
19Dic03,1817,3.467
22Dic03,1818,3.463
23Dic03,1819,3.464
24Dic03,1820,3.464
25Dic03,1821,2.6
26Dic03,1822,3.466
29Dic03,1823,3.469
30Dic03,1824,3.467
31Dic03,1825,3.464
01Ene04,1826,2.6
02Ene04,1827,3.463
05Ene04,1828,3.464
06Ene04,1829,3.462
07Ene04,1830,3.461
08Ene04,1831,3.458
09Ene04,1832,3.457
12Ene04,1833,3.458
13Ene04,1834,3.461
14Ene04,1835,3.459
15Ene04,1836,3.455
16Ene04,1837,3.453
19Ene04,1838,3.458
20Ene04,1839,3.461
21Ene04,1840,3.464
22Ene04,1841,3.472
23Ene04,1842,3.475
26Ene04,1843,3.474
27Ene04,1844,3.483
28Ene04,1845,3.485
29Ene04,1846,3.499
30Ene04,1847,3.5
02Feb04,1848,3.506
03Feb04,1849,3.497
04Feb04,1850,3.493
05Feb04,1851,3.493
06Feb04,1852,3.492
09Feb04,1853,3.49
10Feb04,1854,3.486
11Feb04,1855,3.488
12Feb04,1856,3.49
13Feb04,1857,3.492
16Feb04,1858,3.483
17Feb04,1859,3.477
18Feb04,1860,3.474
19Feb04,1861,3.473
20Feb04,1862,3.475
23Feb04,1863,3.477
24Feb04,1864,3.474
25Feb04,1865,3.475
26Feb04,1866,3.475
27Feb04,1867,3.473
01Mar04,1868,3.473
02Mar04,1869,3.474
03Mar04,1870,3.476
04Mar04,1871,3.475
05Mar04,1872,3.474
08Mar04,1873,3.472
09Mar04,1874,3.467
10Mar04,1875,3.466
11Mar04,1876,3.467
12Mar04,1877,3.463
15Mar04,1878,3.462
16Mar04,1879,3.464
17Mar04,1880,3.466
18Mar04,1881,3.466
19Mar04,1882,3.463
22Mar04,1883,3.461
23Mar04,1884,3.459
24Mar04,1885,3.461
25Mar04,1886,3.462
26Mar04,1887,3.462
29Mar04,1888,3.461
30Mar04,1889,3.461
31Mar04,1890,3.461
01Abr04,1891,3.461
02Abr04,1892,3.458
05Abr04,1893,3.458
06Abr04,1894,3.459
07Abr04,1895,3.462
08Abr04,1896,2.6
09Abr04,1897,2.6
12Abr04,1898,3.463
13Abr04,1899,3.464
14Abr04,1900,3.467
15Abr04,1901,3.467
16Abr04,1902,3.466
19Abr04,1903,3.466
20Abr04,1904,3.469
21Abr04,1905,3.47
22Abr04,1906,3.473
23Abr04,1907,3.479
26Abr04,1908,3.484
27Abr04,1909,3.485
28Abr04,1910,3.484
29Abr04,1911,3.487
30Abr04,1912,3.484
03May04,1913,3.487
04May04,1914,3.484
05May04,1915,3.483
06May04,1916,3.486
07May04,1917,3.491
10May04,1918,3.493
11May04,1919,3.488
12May04,1920,3.487
13May04,1921,3.488
14May04,1922,3.484
17May04,1923,3.484
18May04,1924,3.484
19May04,1925,3.484
20May04,1926,3.491
21May04,1927,3.489
24May04,1928,3.495
25May04,1929,3.493
26May04,1930,3.491
27May04,1931,3.489
28May04,1932,3.489
31May04,1933,3.489
01Jun04,1934,3.49
02Jun04,1935,3.488
03Jun04,1936,3.487
04Jun04,1937,3.487
07Jun04,1938,3.486
08Jun04,1939,3.482
09Jun04,1940,3.477
10Jun04,1941,3.479
11Jun04,1942,3.478
14Jun04,1943,3.482
15Jun04,1944,3.478
16Jun04,1945,3.476
17Jun04,1946,3.475
18Jun04,1947,3.473
21Jun04,1948,3.473
22Jun04,1949,3.472
23Jun04,1950,3.47
24Jun04,1951,3.47
25Jun04,1952,3.469
28Jun04,1953,3.471
29Jun04,1954,2.6
30Jun04,1955,3.472
01Jul04,1956,3.471
02Jul04,1957,3.469
05Jul04,1958,3.469
06Jul04,1959,3.467
07Jul04,1960,3.464
08Jul04,1961,3.462
09Jul04,1962,3.456
12Jul04,1963,3.446
13Jul04,1964,3.436
14Jul04,1965,3.441
15Jul04,1966,3.437
16Jul04,1967,3.435
19Jul04,1968,3.425
20Jul04,1969,3.421
21Jul04,1970,3.426
22Jul04,1971,3.424
23Jul04,1972,3.42
26Jul04,1973,3.425
27Jul04,1974,3.428
28Jul04,1975,2.6
29Jul04,1976,2.6
30Jul04,1977,3.422
02Ago04,1978,3.415
03Ago04,1979,3.409
04Ago04,1980,3.421
05Ago04,1981,3.417
06Ago04,1982,3.413
09Ago04,1983,3.409
10Ago04,1984,3.41
11Ago04,1985,3.408
12Ago04,1986,3.409
13Ago04,1987,3.409
16Ago04,1988,3.41
17Ago04,1989,3.406
18Ago04,1990,3.389
19Ago04,1991,3.381
20Ago04,1992,3.381
23Ago04,1993,3.382
24Ago04,1994,3.383
25Ago04,1995,3.38
26Ago04,1996,3.368
27Ago04,1997,3.364
30Ago04,1998,2.6
31Ago04,1999,3.358
01Set04,2000,3.368
02Set04,2001,3.372
03Set04,2002,3.382
06Set04,2003,3.382
07Set04,2004,3.375
08Set04,2005,3.367
09Set04,2006,3.367
10Set04,2007,3.369
13Set04,2008,3.361
14Set04,2009,3.353
15Set04,2010,3.35
16Set04,2011,3.349
17Set04,2012,3.351
20Set04,2013,3.351
21Set04,2014,3.351
22Set04,2015,3.353
23Set04,2016,3.348
24Set04,2017,3.348
27Set04,2018,3.352
28Set04,2019,3.349
29Set04,2020,3.345
30Set04,2021,3.342
01Oct04,2022,3.338
04Oct04,2023,3.34
05Oct04,2024,3.337
06Oct04,2025,3.333
07Oct04,2026,3.328
08Oct04,2027,2.6
11Oct04,2028,3.313
12Oct04,2029,3.31
13Oct04,2030,3.313
14Oct04,2031,3.325
15Oct04,2032,3.322
18Oct04,2033,3.314
19Oct04,2034,3.318
20Oct04,2035,3.318
21Oct04,2036,3.313
22Oct04,2037,3.31
25Oct04,2038,3.314
26Oct04,2039,3.324
27Oct04,2040,3.321
28Oct04,2041,3.325
29Oct04,2042,3.325
01Nov04,2043,2.6
02Nov04,2044,3.324
03Nov04,2045,3.317
04Nov04,2046,3.314
05Nov04,2047,3.312
08Nov04,2048,3.314
09Nov04,2049,3.312
10Nov04,2050,3.308
11Nov04,2051,3.313
12Nov04,2052,3.307
15Nov04,2053,3.306
16Nov04,2054,3.303
17Nov04,2055,3.306
18Nov04,2056,3.311
19Nov04,2057,3.311
22Nov04,2058,3.316
23Nov04,2059,3.316
24Nov04,2060,3.314
25Nov04,2061,3.309
26Nov04,2062,3.308
29Nov04,2063,3.306
30Nov04,2064,3.306
01Dic04,2065,3.303
02Dic04,2066,3.302
03Dic04,2067,3.299
06Dic04,2068,3.297
07Dic04,2069,3.299
08Dic04,2070,2.6
09Dic04,2071,3.301
10Dic04,2072,3.295
13Dic04,2073,3.286
14Dic04,2074,3.275
15Dic04,2075,3.263
16Dic04,2076,3.268
17Dic04,2077,3.27
20Dic04,2078,3.269
21Dic04,2079,3.264
22Dic04,2080,3.269
23Dic04,2081,3.268
24Dic04,2082,3.269
27Dic04,2083,3.271
28Dic04,2084,3.279
29Dic04,2085,3.288
30Dic04,2086,3.282
31Dic04,2087,3.283
03Ene05,2088,3.287
04Ene05,2089,3.279
05Ene05,2090,3.274
06Ene05,2091,3.276
07Ene05,2092,3.277
10Ene05,2093,3.275
11Ene05,2094,3.273
12Ene05,2095,3.268
13Ene05,2096,3.265
14Ene05,2097,3.264
17Ene05,2098,3.259
18Ene05,2099,3.264
19Ene05,2100,3.264
20Ene05,2101,3.27
21Ene05,2102,3.267
24Ene05,2103,3.27
25Ene05,2104,3.27
26Ene05,2105,3.265
27Ene05,2106,3.261
28Ene05,2107,3.259
31Ene05,2108,3.264
01Feb05,2109,3.263
02Feb05,2110,3.261
03Feb05,2111,3.26
04Feb05,2112,3.258
07Feb05,2113,3.264
08Feb05,2114,3.262
09Feb05,2115,3.259
10Feb05,2116,3.26
11Feb05,2117,3.259
14Feb05,2118,3.259
15Feb05,2119,3.26
16Feb05,2120,3.259
17Feb05,2121,3.259
18Feb05,2122,3.262
21Feb05,2123,3.259
22Feb05,2124,3.257
23Feb05,2125,3.258
24Feb05,2126,3.257
25Feb05,2127,3.258
28Feb05,2128,3.259
01Mar05,2129,3.259
02Mar05,2130,3.261
03Mar05,2131,3.262
04Mar05,2132,3.259
07Mar05,2133,3.26
08Mar05,2134,3.259
09Mar05,2135,3.259
10Mar05,2136,3.259
11Mar05,2137,3.258
14Mar05,2138,3.257
15Mar05,2139,3.258
16Mar05,2140,3.263
17Mar05,2141,3.259
18Mar05,2142,3.261
21Mar05,2143,3.26
22Mar05,2144,3.26
23Mar05,2145,3.262
24Mar05,2146,2.6
25Mar05,2147,2.6
28Mar05,2148,3.262
29Mar05,2149,3.262
30Mar05,2150,3.262
31Mar05,2151,3.263
01Abr05,2152,3.26
04Abr05,2153,2.6
05Abr05,2154,3.261
06Abr05,2155,3.26
07Abr05,2156,3.259
08Abr05,2157,3.26
11Abr05,2158,3.261
12Abr05,2159,3.262
13Abr05,2160,3.259
14Abr05,2161,3.258
15Abr05,2162,3.26
18Abr05,2163,3.259
19Abr05,2164,3.258
20Abr05,2165,3.258
21Abr05,2166,3.257
22Abr05,2167,3.257
25Abr05,2168,3.256
26Abr05,2169,3.256
27Abr05,2170,3.258
28Abr05,2171,3.259
29Abr05,2172,3.259
02May05,2173,2.6
03May05,2174,3.256
04May05,2175,3.258
05May05,2176,3.258
06May05,2177,3.257
09May05,2178,3.257
10May05,2179,3.256
11May05,2180,3.256
12May05,2181,3.255
13May05,2182,3.255
16May05,2183,3.255
17May05,2184,3.255
18May05,2185,3.256
19May05,2186,3.255
20May05,2187,3.255
23May05,2188,3.255
24May05,2189,3.256
25May05,2190,3.255
26May05,2191,3.255
27May05,2192,3.255
30May05,2193,3.256
31May05,2194,3.255
01Jun05,2195,3.254
02Jun05,2196,3.256
03Jun05,2197,3.255
06Jun05,2198,3.255
07Jun05,2199,3.255
08Jun05,2200,3.254
09Jun05,2201,3.253
10Jun05,2202,3.252
13Jun05,2203,3.252
14Jun05,2204,3.251
15Jun05,2205,3.252
16Jun05,2206,3.251
17Jun05,2207,3.251
20Jun05,2208,3.253
21Jun05,2209,3.253
22Jun05,2210,3.253
23Jun05,2211,3.254
24Jun05,2212,3.255
27Jun05,2213,3.254
28Jun05,2214,3.254
29Jun05,2215,2.6
30Jun05,2216,3.254
01Jul05,2217,3.254
04Jul05,2218,3.252
05Jul05,2219,3.252
06Jul05,2220,3.253
07Jul05,2221,3.251
08Jul05,2222,3.25
11Jul05,2223,3.252
12Jul05,2224,3.251
13Jul05,2225,3.252
14Jul05,2226,3.253
15Jul05,2227,3.253
18Jul05,2228,3.254
19Jul05,2229,3.253
20Jul05,2230,3.254
21Jul05,2231,3.253
22Jul05,2232,3.253
25Jul05,2233,3.253
26Jul05,2234,3.255
27Jul05,2235,3.255
28Jul05,2236,2.6
29Jul05,2237,2.6
01Ago05,2238,3.254
02Ago05,2239,3.254
03Ago05,2240,3.254
04Ago05,2241,3.254
05Ago05,2242,3.254
08Ago05,2243,3.252
09Ago05,2244,3.252
10Ago05,2245,3.253
11Ago05,2246,3.252
12Ago05,2247,3.253
15Ago05,2248,3.254
16Ago05,2249,3.253
17Ago05,2250,3.254
18Ago05,2251,3.254
19Ago05,2252,3.255
22Ago05,2253,3.256
23Ago05,2254,3.256
24Ago05,2255,3.258
25Ago05,2256,3.261
26Ago05,2257,3.269
29Ago05,2258,3.286
30Ago05,2259,2.6
31Ago05,2260,3.286
01Set05,2261,3.279
02Set05,2262,3.297
05Set05,2263,3.322
06Set05,2264,3.321
07Set05,2265,3.297
08Set05,2266,3.299
09Set05,2267,3.292
12Set05,2268,3.285
